IMG Genome ID,Acidimicrobiia,Acidithiobacillia,Actinomycetes,Alphaproteobacteria,Anaerolineae,Aquificae,Ardenticatenia,Armatimonadia,Bacilli,Bacteriovoracia,Bacteroidia,Balneolia,Bdellovibrionia,Betaproteobacteria,Blastocatellia,Caldilineae,Caldisericia,Calditrichia,Candidatus Babeliae,Candidatus Brocadiia,Candidatus Desulfofervidia,Candidatus Izimaplasma,Candidatus Saccharimonadia,Chitinivibrionia,Chitinophagia,Chlamydiia,Chlorobiia,Chloroflexia,Chrysiogenetes,Chthonomonadetes,Clostridia,Coprothermobacteria,Coriobacteriia,Cyanophyceae,Cytophagia,Deferribacteres,Deferrisomatia,Dehalococcoidia,Deinococci,Deltaproteobacteria,Desulfarculia,Desulfobaccia,Desulfobacteria,Desulfobulbia,Desulfomonilia,Desulfovibrionia,Desulfurellia,Desulfuribacillia,Desulfuromonadia,Dethiobacteria,Dictyoglomia,Dissulfuribacteria,Elusimicrobia,Endomicrobiia,Epsilonproteobacteria,Erysipelotrichia,Fibrobacteria,Fimbriimonadia,Flavobacteriia,Fusobacteriia,Gammaproteobacteria,Gemmatimonadetes,Holophagae,Hydrogenophilia,Ignavibacteria,Ktedonobacteria,Lentisphaeria,Limnochordia,Longimicrobiia,Methylacidiphilae,Mollicutes,Myxococcia,Negativicutes,Nitriliruptoria,Nitrospinia,Nitrospiria,Oligoflexia,Opitutae,Phycisphaerae,Planctomycetia,Rhodothermia,Rubrobacteria,Saprospiria,Spartobacteria,Sphingobacteriia,Spirochaetia,Synergistia,Syntrophia,Syntrophobacteria,Syntrophorhabdia,Terriglobia,Thermoanaerobaculia,Thermodesulfobacteria,Thermodesulfovibrionia,Thermoflexia,Thermoleophilia,Thermomicrobia,Thermotogae,Tissierellia,Verrucomicrobiae,Vicinamibacteria,Zetaproteobacteria,unclassified
3300060421,20403,1668,163749,5350122,1078,3507,1522,1733,76036,5426,98058,8140,7983,241446,522,690,48,1514,38,1277,407,839,278,429,35744,4642,2720,2954,555,605,45480,93,2103,102602,208128,654,296,271,3980,6327,400,17,9033,2726,639,13111,470,34,7747,67,219,209,186,166,13050,1705,1594,808,2969246,2520,4039427,1492,167,295,1817,2372,6556,235,308,64,1378,16323,6735,2109,1414,2315,2315,24080,2999,32402,6171,826,46945,2051,50416,10965,791,546,498,217,9476,113,695,329,85,2042,894,1481,2628,68405,1148,1763,191138
3300060422,9786,2250,140087,5772225,970,5477,1427,1231,77190,7812,109961,8510,9404,261949,604,664,52,1441,48,1508,254,1691,338,448,40635,3978,3044,2798,499,420,51751,57,2272,98751,230417,848,371,248,3997,6304,324,11,9849,2808,534,17152,509,27,8056,75,191,195,486,340,17122,1974,1308,549,3360567,3314,4530760,1409,154,324,1633,2103,5805,194,387,139,1479,13534,7594,1814,1313,2291,2132,20796,2478,29294,5964,851,45321,2119,55045,11026,1221,589,357,259,9180,86,939,367,77,2182,713,1875,3086,65050,907,1933,216207
3300060423,8569,1272,109121,4447726,755,2686,1091,1064,48026,3474,62925,5250,5768,172327,331,495,36,828,39,856,244,689,221,277,25026,1977,2111,1882,373,335,29261,33,1559,61791,135584,527,210,196,2984,4443,361,5,5942,1820,290,10609,307,19,5284,44,135,114,241,112,9454,1167,1036,524,1950265,1328,3141173,1027,109,171,797,1599,3738,166,241,42,790,10326,4959,1215,936,1688,1718,15414,1740,20235,4070,725,22143,1200,32498,7946,710,442,426,209,6613,44,582,240,42,1302,558,926,2025,44691,888,1158,138913
3300060424,11902,1168,106701,5613540,834,2848,1080,1088,44312,4073,80093,6564,5500,173787,386,536,30,900,32,784,248,602,202,321,29395,1914,1929,1876,511,399,27841,10,1466,75134,162691,578,198,209,2796,4510,320,7,6236,2338,322,10474,248,23,6133,47,166,154,251,132,10171,1169,979,471,3023714,2115,3203863,1044,66,152,1328,1634,5445,126,191,66,914,10348,5037,1152,928,1619,1651,14755,1766,22725,4562,694,35971,1727,39572,7133,696,422,366,183,6448,50,586,258,45,1107,618,840,1504,74820,709,1395,193934
3300060425,13560,1710,144444,5787619,1075,3347,1405,1684,56913,4573,97822,8643,7176,207251,525,728,10,1039,78,1108,218,726,181,410,37356,2627,2930,2309,653,415,36743,9,1775,79769,204649,462,225,256,3879,5972,399,4,8897,2738,431,11343,374,30,7374,91,182,224,127,292,12609,1263,1281,743,3573969,2175,3659428,1540,143,220,1760,2329,6965,238,318,84,887,13673,5558,1318,1137,2162,2268,24294,2219,30007,5771,1320,43663,2107,49263,9854,729,646,489,195,8872,110,937,284,93,1669,786,1254,2123,78705,1023,1757,245407
3300060426,9142,1265,64101,6619782,564,1934,955,658,33882,1966,88430,7754,3136,142727,245,369,4,622,21,541,104,417,77,313,33243,1163,2211,1543,494,212,20174,12,667,44838,190682,411,177,102,2185,3968,226,0,5000,1794,170,7638,175,16,5141,54,85,113,225,60,7394,799,861,248,4068207,1374,3590803,994,65,141,1301,1095,6011,156,124,90,409,6205,3194,736,522,1553,1841,13927,1467,20237,4212,524,47048,1615,47682,4583,446,387,340,195,4188,78,462,113,20,893,391,641,1209,92851,638,1338,297384
3300060427,2810,507,25789,3504006,257,1412,470,199,15932,1535,44476,3640,1888,78781,93,203,0,314,7,199,137,169,65,136,16206,465,1092,576,369,55,11298,0,408,28778,94299,287,104,38,1036,1906,100,0,3016,1197,70,4290,184,7,2728,28,64,47,45,24,4179,619,428,52,2262902,1003,2686397,392,78,107,713,452,3346,56,80,11,243,2413,1712,272,334,642,803,5391,762,8415,2136,314,19739,774,23166,2538,248,151,163,102,1751,21,249,89,2,440,212,417,608,56132,299,817,161477
3300060428,7876,1026,53371,5767229,574,2186,923,615,33630,5260,88303,6839,6160,159016,291,393,14,864,27,548,131,543,90,325,31827,1282,1964,1435,628,134,22938,0,855,62615,191889,502,212,172,1785,3677,174,6,6107,2191,157,7786,314,12,5467,70,145,195,325,100,9614,833,926,269,4602221,2360,3899641,808,78,171,1553,1128,9209,120,196,38,733,5230,3248,1083,628,1742,1865,14501,1832,23172,3846,563,61890,2074,46635,6033,523,447,227,171,3946,39,399,222,12,682,336,721,1530,141896,642,1751,260373
3300060429,7016,1549,67689,5656055,589,2856,821,677,39738,26117,79503,6003,14329,182817,391,337,12,782,12,607,115,540,131,301,28872,1630,2633,1765,912,139,26399,99,1073,85591,169172,473,258,161,2237,3594,251,16,6581,2549,997,9613,249,16,6057,107,185,146,253,69,9864,1113,987,367,3857512,2046,6286609,831,279,209,1200,1039,8986,94,209,92,717,7147,4087,799,835,1988,2284,23275,1634,24289,4155,587,61260,2306,40669,5454,558,699,397,239,4767,70,574,226,56,864,313,824,1702,147525,692,1963,200396
3300060430,11500,1163,61270,4614528,489,1986,716,624,33808,24712,59343,5115,14462,143997,369,361,23,680,32,463,103,408,105,218,22090,1522,1618,1328,918,131,20111,3,784,96455,130565,468,220,161,1654,2957,185,22,5901,2533,480,7209,263,25,5727,17,212,203,162,44,8411,777,645,404,3225074,1563,5995474,632,330,145,936,1083,8569,77,126,65,601,6573,3049,670,520,1832,1914,20687,1722,21407,3104,444,52351,2439,31032,4556,372,508,307,122,3626,73,428,185,8,638,283,717,1335,143095,541,1737,158154
3300060431,5555,754,33825,3158067,317,1553,490,367,21396,4164,44917,3950,9353,103876,148,214,13,506,4,456,89,378,104,182,15663,890,1467,792,664,60,13244,75,600,37606,101945,253,117,84,1104,2254,133,5,3899,1676,109,5374,190,8,3768,96,111,170,106,4,6276,423,437,171,2457801,1296,2751745,425,87,144,789,634,7942,72,94,69,414,3507,2328,384,446,1090,1041,13917,1274,16041,2129,386,37730,1684,23659,3448,265,293,432,94,2294,50,336,103,14,480,270,521,1016,138817,432,1315,110005
3300060432,16139,1994,149168,7221912,1105,3951,1439,1446,70228,16982,103221,8993,29394,293138,641,701,43,1290,162,1368,191,689,180,564,37306,3876,9081,2847,1216,378,43769,113,1799,114120,227855,844,438,369,4119,6683,505,105,11431,4301,649,14815,449,46,10550,160,555,381,190,118,18142,1805,2578,663,5205140,3291,6416854,1286,206,420,1901,2500,19579,242,402,141,1707,14426,6805,1600,1247,3835,2971,43320,3652,47912,6660,1250,93685,4672,53374,10424,947,714,547,400,9407,111,685,360,65,1552,819,1344,3046,253141,1048,3559,248407
3300060433,7552,1120,56897,4422613,444,2224,596,381,34587,16871,74535,6634,22560,158578,340,328,22,697,63,671,142,506,127,290,24615,1460,2099,1348,690,94,24155,19,994,71953,156420,617,383,165,1533,3124,152,19,6378,2155,205,8138,310,39,5365,36,299,174,97,8,11376,945,1519,202,4166755,1856,3757317,619,83,163,1025,1099,9092,80,142,25,924,5956,4035,730,677,1833,1820,15794,1643,22576,3174,580,70296,1674,35090,5734,504,413,236,167,3802,69,211,156,29,868,357,873,1610,148599,536,1793,151678
3300060434,18177,1645,138008,6111462,972,3136,1131,965,60307,21525,90628,7486,34194,244636,686,553,22,820,132,1017,192,730,219,494,30564,3426,3581,2714,1542,319,37044,46,2046,87627,190045,600,444,265,3472,5331,382,38,8684,3184,399,12946,319,48,8194,116,722,277,161,146,14683,1295,2436,539,4328999,2727,5581108,1026,220,263,1218,1829,11067,155,333,35,1259,12548,6556,1159,1292,2909,2654,24565,2532,31731,5145,1217,54938,2630,44375,10201,806,552,471,299,7509,183,738,284,107,1632,695,1166,2402,153240,865,2723,194872
3300060435,12631,1247,76865,5450916,545,3057,909,511,48193,34733,88291,6269,38237,200523,468,374,8,743,43,847,93,606,132,315,29762,2294,3230,1430,1127,93,33510,8,1246,90547,185236,663,222,348,2033,3777,293,33,7982,2585,203,12270,422,57,6920,59,802,220,74,89,14229,1492,4164,318,4978226,2434,4761488,717,151,270,1017,998,9485,108,184,30,771,7186,5693,880,892,2739,2445,13703,2081,25653,3786,881,80801,2332,42781,7409,583,673,428,206,5333,108,631,312,24,781,373,966,2217,166613,484,3104,193390
3300060436,12095,1078,71195,5602539,554,2554,717,537,44914,56913,105689,7750,46394,205584,348,384,16,715,18,986,164,493,169,347,35986,2171,3715,1455,1505,139,28559,0,1177,86900,225035,995,310,277,1914,3997,257,16,8563,2829,308,11405,422,104,8044,131,636,353,51,152,13566,1099,4731,402,5450371,2494,5760731,896,91,150,1399,1032,11635,106,189,183,747,6742,3968,942,763,2713,2885,11850,2435,27198,3700,995,101963,2317,53793,8646,491,968,682,213,4645,47,765,178,46,641,343,994,2123,196100,517,3534,192118
3300060437,4710,1030,72525,4455521,571,2335,661,557,39438,43660,78900,6122,38768,166242,389,334,13,598,35,612,113,426,122,380,26564,1975,2984,1290,1498,152,25242,4,975,76675,161871,700,262,277,1725,3174,275,64,6848,2197,175,10747,323,72,5864,43,607,271,53,152,10642,796,3027,257,4251667,2099,4914541,712,120,155,1005,1022,8263,112,138,32,718,6696,4047,740,625,2279,2500,9680,1737,21240,3174,870,70426,1912,39410,6499,243,1353,744,249,4198,129,608,169,41,844,399,1178,1629,135973,438,2945,146580
3300060438,5453,591,40238,2978208,384,2029,415,174,31282,53397,66700,5017,30096,120937,276,205,26,379,18,490,76,471,123,222,22493,1259,2181,715,823,47,22335,6,658,63284,129294,688,137,326,1094,1820,190,16,5078,1512,117,8718,245,72,3994,34,426,197,22,68,9428,904,1954,101,3478790,1951,3271895,380,80,50,904,451,4654,51,105,77,360,3698,3415,524,422,1604,2062,4408,1184,12429,2218,494,59947,1049,33398,4732,261,541,656,312,2474,65,539,153,5,562,125,514,1363,78322,227,1881,86868
3300060439,5421,745,60415,4108580,418,2259,595,446,39323,52935,82326,6038,33672,134813,408,242,12,550,20,612,83,365,149,269,28350,1918,2866,1133,1109,86,25174,0,1068,86329,167620,759,157,418,1271,2580,220,15,6118,1900,203,9279,269,76,5417,58,334,153,56,466,10654,877,2197,236,4424299,2041,4094551,646,103,77,939,755,6795,90,109,33,665,5742,3817,602,565,2006,2239,7099,1348,19765,2675,705,82051,1696,40605,5583,328,456,764,265,3455,54,502,237,31,692,257,809,1638,108052,358,2793,123063
3300060440,10682,1380,121382,6152526,802,4473,944,755,75501,88706,130590,9557,72206,253679,714,576,36,833,30,1136,122,847,234,519,45012,3654,5056,2147,2052,226,50391,19,1646,134093,272143,967,382,414,3115,4631,491,25,11290,3454,320,19483,472,177,9260,142,632,300,77,238,19052,1246,5145,358,6310419,3399,6895659,976,330,190,1798,1473,9267,139,154,88,1149,10979,8228,1283,1080,4092,3924,14758,2531,33906,4765,1255,111969,2405,65874,10607,747,1228,967,525,7366,153,1122,362,70,1143,495,1308,2681,152042,557,4822,182934
3300060441,2045,926,43871,8189268,204,2747,698,152,64454,26799,103612,8455,31531,199471,291,653,0,428,12,444,44,677,86,127,40833,789,4332,543,1442,48,34687,37,583,73184,224106,440,321,155,1483,3428,207,9,7120,1842,147,16999,368,44,5439,60,78,117,49,60,10372,731,1590,83,5262892,2429,8574579,496,98,68,1355,393,4091,33,135,61,467,3141,5419,461,439,2518,1776,3798,781,12263,3693,832,52499,740,60816,5020,377,2774,277,250,3355,49,835,126,0,649,130,571,1352,59661,353,2553,116187
3300060442,1832,557,44950,6081072,254,3037,650,83,55978,23088,96264,6910,17093,168037,219,310,14,445,5,500,52,664,117,147,38836,753,4306,431,2152,14,29611,16,573,67274,209224,484,264,132,1246,2920,280,4,6506,2025,65,15480,274,34,4389,88,94,258,6,43,9386,1049,1239,87,4246943,2183,6840375,470,64,46,1257,434,3867,30,124,11,356,2780,6164,574,462,2303,1167,3947,809,12630,3222,754,56501,720,57101,5344,329,669,195,266,3114,38,884,223,9,629,209,644,1577,54637,229,2137,114998
3300060443,1872,571,36259,5455055,262,2145,480,68,46416,28756,103703,7090,14211,133219,239,536,0,393,6,492,63,636,68,147,41876,852,3520,717,1579,4,22855,7,473,62036,224911,604,355,108,956,2571,92,6,5769,1521,55,11207,240,41,4269,87,64,270,18,149,10200,811,1236,148,5036408,2196,5558368,516,71,59,1281,268,2979,35,83,11,478,2434,3826,463,421,1461,1414,3090,858,9293,3278,672,58413,478,59682,4288,262,739,415,248,1818,47,866,151,0,431,177,691,1365,39685,203,2145,125380
3300060444,2919,869,71615,6631135,405,4464,748,168,79356,57518,133927,9529,43113,222679,449,473,14,609,42,663,140,1030,169,251,51671,1615,5354,926,4067,15,48014,0,1125,102133,281993,1083,336,311,2028,3714,294,6,8904,3167,271,21751,491,91,7061,103,218,261,10,23,18860,1438,1812,159,6572579,3860,6501318,665,221,112,2030,551,4188,63,187,54,930,4756,7401,843,660,2689,2456,4196,1540,16557,4132,812,71891,849,73763,8116,1094,1054,355,486,4180,89,1508,165,4,861,299,1179,2264,51747,213,3248,138219
3300060445,5830,627,43688,5280200,283,1975,524,81,44089,32713,106813,7769,21785,132247,320,334,0,425,21,453,156,591,99,233,40023,811,3742,627,1197,15,25765,0,595,70349,223301,716,221,156,1008,2264,234,0,6125,1589,80,10836,275,59,5406,73,93,128,0,224,10706,861,1393,92,5435430,2115,5207787,488,110,49,1657,340,3168,59,80,0,338,3250,3428,1226,372,1710,1744,3025,885,10337,2902,610,70322,799,59937,5245,307,1539,544,165,2197,38,872,99,13,762,216,543,1493,40451,166,2610,141416
3300060446,5277,566,47252,5250334,288,1817,476,121,46840,32052,90571,6053,30081,128460,305,273,3,276,15,282,113,444,52,251,33533,924,3176,705,1131,38,25055,11,590,64310,195798,644,154,131,1263,2409,215,0,6480,1558,91,11324,226,63,4055,67,87,103,50,51,9007,721,1228,195,4904669,2077,5252740,529,92,42,1265,423,2611,62,55,19,402,4191,4581,469,356,1463,1514,2684,720,11254,2510,667,58266,808,51072,4382,284,550,363,188,2294,67,700,99,22,812,307,470,1697,27777,126,2382,105488
3300060447,3775,870,72073,6173333,484,3449,700,271,71949,38410,109530,7561,42279,174304,417,567,11,417,48,589,106,608,145,324,40285,1423,4169,1030,3273,110,39431,23,1520,83204,223571,897,253,165,1650,3426,299,17,8455,2292,133,15434,316,78,5438,70,138,165,43,45,11918,929,1554,220,5050692,2663,5707895,704,120,104,1680,743,3671,84,178,50,575,6442,6749,651,565,2075,2103,5227,1139,16105,3341,677,82662,673,58192,6643,756,658,396,324,4101,141,816,147,30,1461,402,717,1987,37947,163,2752,118673
3300060448,3908,765,54527,5139900,328,2507,429,212,50729,9181,79828,6169,20073,138793,361,293,13,456,21,440,164,619,46,223,30163,1135,2956,948,1413,100,27596,43,890,51883,158878,440,175,100,1244,2390,156,22,6039,1965,186,10972,213,26,4714,37,117,65,80,102,13337,1255,1052,208,3515090,1898,3594164,557,93,38,1184,651,4148,62,137,12,555,5749,4999,422,300,1426,1208,5661,965,13907,2511,399,57440,693,41739,4702,351,444,407,181,3063,101,354,123,26,1520,203,538,1309,52201,422,1724,97514
3300060449,4348,571,44414,6983330,298,1910,541,139,42349,11704,94961,6798,35121,142071,260,280,0,274,10,178,83,441,0,221,34489,789,3568,590,1280,3,23449,0,838,65725,205035,632,345,70,1094,2482,169,3,6086,1832,144,10855,167,33,4881,62,85,144,6,265,8860,792,896,179,4240454,2417,6591331,504,38,27,1756,392,4573,48,71,0,281,3440,4636,480,360,1776,983,6661,810,13345,2531,525,51260,917,55610,4048,301,655,367,174,2288,54,932,109,17,746,203,524,1186,69974,141,2477,91820
3300060450,4042,794,79943,6792412,510,3076,772,247,72148,22232,100302,7442,36608,192547,388,434,13,406,12,379,121,531,50,357,36380,1483,5343,1332,1281,129,44432,22,1139,87192,199735,904,354,144,1711,2999,584,17,8717,2006,215,17455,240,41,6377,100,175,211,69,157,12200,903,1876,185,4205168,2544,6378017,663,218,64,1479,843,5265,104,147,35,512,7129,6507,592,483,2124,1693,12147,1026,17231,3463,559,57094,987,56213,5722,378,583,280,383,4063,95,598,116,32,1703,468,693,1490,49998,253,3148,95708
3300060451,11136,561,44602,4576550,428,1731,515,262,39887,4099,73021,6363,40421,131189,304,323,29,332,33,431,142,559,180,342,27607,1056,2684,797,1637,37,25556,0,788,71336,158716,595,194,104,1130,2006,164,4,5745,1428,108,9186,154,44,5285,70,161,140,50,105,6789,793,1057,119,2847880,1807,2699980,450,122,24,1179,473,8672,62,85,89,458,3411,3547,567,331,1605,886,38185,1424,17956,2574,388,50846,1778,45696,4649,308,386,355,195,2319,50,664,64,97,846,399,667,1587,138739,105,2150,65432
3300060452,7035,962,59652,6847776,523,3297,793,492,61631,5686,108241,8899,37885,211409,331,368,19,614,23,380,123,647,140,353,40573,1773,5043,772,721,59,37647,7,786,71172,254440,1106,366,177,1505,3186,329,30,6524,2310,90,15362,518,33,7991,246,287,43,68,20,11839,1142,1539,250,3621083,2814,3280743,542,152,35,2240,455,18825,43,136,8,1312,4391,6200,659,510,2030,2255,110476,3113,34953,3978,477,41736,3833,68347,6893,371,579,349,206,4141,87,898,99,49,1334,215,1201,1612,319956,271,2918,84320
3300060453,12369,823,75499,4835963,479,4104,786,609,65136,7498,83860,6443,15583,194653,311,325,0,469,27,700,76,876,112,406,30251,3646,5560,836,753,146,35204,7,1003,73857,183522,1087,398,145,2483,3033,250,8,6860,3192,154,15716,242,55,9660,206,641,47,44,7,12265,925,1685,532,2119807,2929,2643102,781,204,12,1204,579,28673,45,154,18,686,5397,7005,1172,657,2059,1696,267523,4175,49077,3892,609,29019,5388,48145,7188,772,825,543,191,5112,105,1316,62,39,1549,325,938,1847,390798,678,3563,57805
3300060454,9570,1016,51833,5379137,372,3723,771,819,55445,4029,93109,8143,16951,186099,362,319,7,525,18,463,116,602,101,363,34880,2359,4919,577,628,133,33012,12,983,65908,221083,773,532,115,1598,2775,222,15,6463,2815,378,14593,238,13,8040,352,327,52,31,0,11654,1248,2091,632,2907582,2660,2558736,618,170,16,1639,412,36342,21,146,8,1000,4500,6429,667,425,1960,1434,237536,4902,62428,4791,597,37478,7989,57266,6715,744,737,453,185,5177,92,649,91,46,1008,234,990,1661,617563,780,3039,74324
3300060455,14939,1195,40176,5736291,184,3306,995,1746,42461,2429,93158,8354,4571,170101,283,299,8,421,20,276,67,708,34,202,36147,2767,5465,572,772,184,25470,0,570,47688,199647,514,978,112,2200,3417,271,9,8024,4456,45,11218,147,6,12812,543,174,26,80,12,9160,922,762,1102,2336357,2528,2351657,814,98,51,1065,365,70979,12,64,31,1098,5190,3710,585,384,2519,1433,598859,9554,109662,5386,450,33285,13443,61622,6917,227,802,563,140,6612,81,856,98,10,793,145,507,1716,1176882,1623,4516,78724
3300060456,13192,1735,67751,5648496,438,5800,1293,2288,72401,4349,115197,8566,6599,252446,505,323,30,657,23,1494,162,737,81,349,42638,4952,8274,849,1863,90,42665,0,1049,79287,238020,783,1239,132,3482,4311,423,37,11823,6971,578,19290,227,19,17862,680,270,94,13,18,13429,1717,1565,1763,2783190,5442,2734445,1309,100,112,1635,499,96655,16,111,26,2210,8138,6507,908,541,3097,2645,979567,11916,154112,7038,839,39755,20270,74337,10325,1120,1054,1006,272,9873,93,707,78,41,1616,378,862,2746,1452155,1951,6610,106311
3300060457,18818,2564,197738,11288537,1293,6891,1804,1425,111233,106197,198003,12773,102015,469707,1064,897,35,1360,121,2195,211,1361,289,841,68335,5309,8509,3349,3810,335,71314,6,2655,198575,435193,2109,745,983,4993,8369,852,102,18025,5765,746,27664,968,185,16382,270,1205,673,227,613,33401,2750,9041,926,11118840,5570,11185222,1996,340,541,3022,2626,26441,188,531,143,2499,19322,10388,2301,1605,6164,5819,46061,5376,67856,8988,1995,216378,5626,98852,17998,1104,1908,1312,495,11793,252,1594,589,124,2123,781,2502,5482,390290,1330,6494,408705
3300060458,14088,1291,54424,2929925,768,2179,1060,518,30043,3323,87173,6811,6095,161072,346,523,42,1562,5,867,394,482,59,675,31297,821,2022,1919,455,171,22899,51,689,38050,158834,426,218,142,2218,5307,201,17,7080,2285,302,7298,255,33,6894,80,158,206,303,83,7413,768,804,173,1432880,1501,2875871,1117,152,292,1569,1379,6406,214,251,53,392,6292,2865,1454,907,1664,1335,28074,1566,23147,4654,648,39592,1969,48823,4835,576,633,433,157,3378,33,549,223,102,1932,616,899,1851,47834,548,1422,97900
3300060459,4505,652,62949,6904629,398,3030,788,115,61142,40928,122897,8769,29913,172650,422,408,0,420,47,548,121,654,145,304,45814,1335,4231,896,1365,53,35717,4,993,89559,260069,882,244,285,1293,3432,463,4,8541,2093,107,14702,287,103,5351,61,134,177,6,105,12777,828,1615,228,6055699,2758,5775962,587,90,35,1366,806,3677,91,179,25,632,5132,5975,649,555,2028,1876,3810,957,13532,3305,604,92016,789,65827,6286,541,707,332,237,3095,56,687,219,21,1137,275,649,2086,40220,228,3093,151765
3300060460,2311,344,22921,4063084,204,988,261,48,25004,4109,58009,4862,14861,77020,154,166,4,216,0,145,44,243,0,139,21774,273,2148,316,723,11,13900,0,305,38966,120275,296,135,23,595,1455,127,3,3933,1009,108,5880,110,25,3000,41,44,56,3,26,5755,491,693,78,2671787,1140,3753422,271,89,32,883,225,2459,29,14,7,138,1791,2283,298,153,1050,652,2518,582,6940,1925,288,46608,458,32562,2250,111,331,131,74,1362,36,499,34,0,730,103,290,799,34094,108,1483,59692
3300060461,5966,1667,38971,5940235,182,2157,908,1540,40462,2189,92210,7348,3580,169694,286,387,0,480,0,257,57,497,65,175,36806,2713,4689,600,1149,282,23558,17,484,48375,195024,705,973,75,2055,3602,237,19,8222,4558,53,10291,139,57,12781,407,126,12,77,0,8263,942,924,1202,2163669,2820,1859329,791,62,24,982,288,72913,8,67,33,858,4919,3559,420,243,2378,1168,586458,9648,112341,4897,470,34018,14858,60278,6255,595,785,542,107,6629,112,575,76,15,468,244,492,1759,1171052,1518,4559,72172
3300060585,2005,697,164433,2371732,658,2607,605,1807,57107,1605,37103,2179,4069,133820,590,426,6,282,51,403,36,538,92,47,14456,2650,2360,2205,427,732,31077,40,1565,56616,54892,420,235,266,2798,3318,239,18,4588,1192,321,7619,217,17,3457,115,86,140,149,234,6223,1010,1212,895,803838,995,2578691,673,89,182,249,1913,3341,99,211,46,799,13693,4894,727,404,1674,1058,14968,2505,22237,3511,737,18590,1311,18699,5750,525,387,472,313,8835,63,317,175,115,1423,498,604,1497,38089,773,1008,38398
3300060586,5632,1075,83340,3573471,473,2065,960,680,40731,2579,47401,3356,4110,140078,307,296,21,633,18,676,222,272,114,284,17372,1964,1647,1543,354,312,24103,37,906,47510,101416,294,160,174,2137,3251,223,0,4480,2101,580,9362,168,6,4253,26,67,117,102,141,6630,856,734,332,1290094,1238,3662112,886,61,161,631,1202,2720,101,108,27,617,8661,4140,745,683,1226,1375,8562,1396,15235,2837,450,15780,765,23105,4956,629,217,294,149,4831,75,423,171,40,851,446,694,1291,29352,584,1081,99107
